"Tilda UID";Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;"Price Old";Editions;Modifications;"External ID";"Parent UID";Weight;Length;Width;Height;Unit;Portion
562791898002;;O-15;;Овощи;"Морковь с ботвой";"Хрустящая морковка порадует не только своим ярким видом, но сладким вкусом. Морковь с<span class=""product-card__info-intro-hidden""> ботвой. Ее можно есть сырой, а можно использовать для приготовления супов и вторых блюд.<br /><br /></span>";"<strong>Цена:</strong> товар весовой, конечная стоимость будет рассчитана в соответствии с его весом. <strong>Важно:</strong> овощ не обработан химическими средствами, поэтому требователен к хранению. Пожалуйста, соблюдайте сроки годности и условия хранения. <strong>Пищевая ценность:</strong> белки - 0.93 г, жиры - 0.24 г, углеводы - 6.78 г; на 100 г. <strong>Энергетическая ценность:</strong> 41 ккал / 171,5 кДж. <strong>Срок годности:</strong> 14 суток. <strong>Условия хранения:</strong> при температуре от +2 до +6 °С. <strong>Упаковка:</strong> крафтовый пакет. <strong>Место происхождения:</strong> Россия.";https://static.tildacdn.com/stor3562-3366-4133-b331-363334383036/94946386.jpg;542.00;10;;;;RybErm8T7vCHNrOORMNB;;0;0;0;0;KGM;1
698771730262;;O-16;;Овощи;"Перец ""Рамиро""";"Ароматный и сочный перец украсит собой любое блюдо на вашем столе. Отметим, что выращены перцы без применения агрохимии.";"<strong>Цена:</strong> товар весовой, конечная стоимость будет рассчитана в соответствии с его весом. <strong>Важно:</strong> овощ не обработан химическими средствами, поэтому требователен к хранению. Пожалуйста, соблюдайте сроки годности и условия хранения. Не забывайте мыть продукты перед употреблением. <strong>Пищевая ценность:</strong> белки - 1,3 г., жиры - 0 г., углеводы - 5,3 г.; на 100 г. <strong>Энергетическая ценность:</strong> 27,01 ккал / 113 кДж. <strong>Срок годности:</strong> 7 суток. <strong>Условия хранения:</strong> при температуре от +2 до +6 °С. <strong>Упаковка:</strong> крафтовый пакет.";https://static.tildacdn.com/stor6439-3030-4032-b862-663963373364/34937781.jpg;461.00;10;;;;S2frOkLDLL9EOSnSRPjF;;0;0;0;0;KGM;1
456987796632;;Z-9;;Зелень;Руккола;"Руккола – популярная салатная зелень, обладающая оригинальным пряным вкусом. Рукколу добавляют в пиццы, ризотто, салаты и пасты. Ее используют вместо базилика или в сочетании с ним при приготовлении соуса песто, рукколу подают к мясу и украшают ей множество различных блюд. Листья свежей рукколы богаты йодом, железом, кальцием, калием, магнием, а также витаминами групп С, В, А, К, Е.";"<strong>Цена:</strong> товар весовой, конечная стоимость будет рассчитана в соответствии с его весом. <strong>Важно:</strong> овощ не обработан химическими средствами, поэтому требователен к хранению. Пожалуйста, соблюдайте сроки годности и условия хранения. <strong>Пищевая ценность:</strong> белки - 2,6 г., жиры - 0,7 г., углеводы - 2,1 г.; на 100 г. <strong>Энергетическая ценность:</strong> 25 ккал/ 104,6 кДж. <strong>Срок годности:</strong> 5 суток. <strong>Условия хранения:</strong> при температуре от +2 до +6 °С.";https://static.tildacdn.com/stor6664-3862-4062-b462-613666636436/62328555.jpg;1500.00;10;;;;NE76v1hEajLTup22zvyf;;0;0;0;0;KGM;1
535743061372;;O-17;;Овощи;"Помидоры ""Леди""";"Необычные помидоры сорта ""Леди"" удивят оригинальным внешним видом и порадуют ярким вкусом.<span class=""product-card__info-intro-hidden""> Низкокалорийный овощ подойдет для диетического питания, насытит организм витаминами A, C, PP, K, магнием и железом. С этими томатами салаты, закуски и рагу станут еще более вкусными и полезными.<br /><br /></span>";"<strong>Цена:</strong> товар весовой, конечная стоимость будет рассчитана в соответствии с его весом. <strong>Важно:</strong> овощ не обработан химическими средствами, поэтому требователен к хранению. Пожалуйста, соблюдайте сроки годности и условия хранения. <strong>Пищевая ценность:</strong> белки - 1 г., жиры - 0 г., углеводы - 6 г.; на 100 г. <strong>Энергетическая ценность:</strong> 112.9 кДж / 26,99 ккал <strong>Срок годности:</strong> 7 суток. <strong>Условия хранения:</strong> при температуре от +2 до +6 °С. <strong>Упаковка:</strong> пластиковый контейнер. <strong>Место происхождения:</strong> Россия.";https://static.tildacdn.com/stor3866-6337-4037-b235-303635663562/25683152.jpg;820.00;10;;;;5Unk5titcLnaeDuN4XHB;;0;0;0;0;KGM;1
602725489292;;Z-10;;Зелень;"Фасоль зеленая";"Молодая фасоль богата витаминами и минералами: аскорбиновой и фолиевой кислотой, кальцием,<span class=""product-card__info-intro-hidden""> фосфором, цинком и многими другими. Этот продукт отлично подойдет для всей семьи, ведь сочную молодую фасоль можно есть как и в свежем виде, так и в качестве салата или гарнира к мясу и рыбе.<br /><br /></span>";"<strong>Цена:</strong> товар весовой, конечная стоимость будет рассчитана в соответствии с его весом. <strong>Важно:</strong> овощ не обработан химическими средствами, поэтому требователен к хранению. Пожалуйста, соблюдайте сроки годности и условия хранения. <strong>Качество:</strong> 1-го сорта, плоды с дефектом не более 10% по Международным нормам. <strong>Пищевая ценность:</strong> белки - 5,42 г., жиры - 0,4 г., углеводы - 14,45 г.; на 100 г. <strong>Энергетическая ценность:</strong> 19,36 кКал / 81 кДж <strong>Срок годности:</strong> 4 суток. <strong>Условия хранения:</strong> при температуре от +2 до +6 °С. <strong>Упаковка:</strong> пластиковый контейнер.";https://static.tildacdn.com/stor3133-3031-4439-b465-656430656230/99429779.jpg;539.00;10;;;;5U4G7UsxvmtTdACvrBRm;;0;0;0;0;KGM;1
819217043152;;O-18;;"Овощи;Зелень";"Лук зеленый с корешками";"Зеленый лук с корешками – незаменимый ингредиент для множества блюд. Придать яркую нотку пикантности супу, сделать салат более сочным и полезным, обогатить вкус соуса или маринада – эта универсальная зелень как раз для этих целей. Зеленый лук богат витаминами A, C, E и группы B, а также калием, кальцием, железом и фосфором. Его употребление стимулирует обменные процессы, поддерживает здоровье костей и сосудов, укрепляет иммунную систему. Непременно дополните любимые блюда свежим зеленым лучком.";"<strong>Цена:</strong> товар весовой, конечная стоимость будет рассчитана в соответствии с его весом. <strong>Важно:</strong> овощ не обработан химическими средствами, поэтому требователен к хранению. Пожалуйста, соблюдайте сроки годности и условия хранения. <strong>Пищевая ценность:</strong> белки - 1,3 г., жиры - 0,1 г., углеводы -3,2 г.; на 100 г. <strong>Энергетическая ценность:</strong> 79.55 кДж / 19 ккал <strong>Срок годности:</strong> 2 суток. <strong>Условия хранения:</strong> при температуре от +2 до +6 °С. <strong>Место происхождения:</strong> Россия.";https://static.tildacdn.com/stor6633-3631-4435-b234-323766396362/97952832.jpg;450.00;7;;;;YSjNJ1iYVykh5nVoROnV;;0;0;0;0;KGM;1
374547231542;;F-4;;Фрукты;Инжир;"Инжир – уникальный плод с массой полезных свойств, приносящих здоровье организму. Свежие плоды инжира употребляют для лечения и профилактики массы заболеваний, для восстановления сил и укрепления здоровья, причем более полезен инжир в свежем виде. Плод красного инжира обладает тонкой кожурой, представляет собой мелкую семянку, располагающуюся внутри мясистого цветоложа грушевидной формы, весит 20–75 г.";"<strong>Цена:</strong> товар весовой, конечная стоимость будет рассчитана в соответствии с его весом. <strong>Важно:</strong> фрукт не обработан химическими средствами, поэтому требователен к хранению. Пожалуйста, соблюдайте сроки годности и условия хранения. Рекомендуется использовать озонаторы для продуктов питания. <strong>Качество:</strong> 1-го сорта, плоды с дефектом не более 10% по Международным нормам. <strong>Пищевая ценность:</strong> белки - 0,7 г., жиры - 0,2 г., углеводы - 13,7 г.; на 100 г. <strong>Энергетическая ценность:</strong> 49 кКал. / 205 кДж. <strong>Срок годности:</strong> 14 суток. <strong>Условия хранения:</strong> при температуре от +2 до +6 °С. <strong>Упаковка:</strong> контейнер.";https://static.tildacdn.com/stor3466-3130-4138-a236-356136383737/43804575.jpg;1970.00;10;;;;6G3V5tAgCybBiYOAVsPP;;0;0;0;0;KGM;1
905950266602;;Z-11;;Зелень;Щавель;"Свежий грунтовой щавель отлично подойдет для приготовления щавелевого супа или салатов.<span class=""product-card__info-intro-hidden""> Растение имеет яркий вкус с приятной кислинкой. Щавель богат витаминами А, С, К, В1, В2, РР и Е, калием, фосфором, органическими кислотами и флавоноидами. Фермерский щавель выращен в экологически чистом районе Ростовской области без применения промышленных удобрений и агрохимии.<br /><br /></span>";"<strong>Цена:</strong> товар весовой, конечная стоимость будет рассчитана в соответствии с его весом. <strong>Важно:</strong> Овощ не обработан химическими средствами, поэтому требователен к хранению. Пожалуйста, соблюдайте сроки годности и условия хранения. Рекомендуется использовать озонаторы для продуктов питания. <strong>Срок годности:</strong> 5 суток. <strong>Условия хранения:</strong> при температуре от +2 до +6 °С. <strong>Упаковка:</strong> перфарированный пакет. <strong>Место происхождения:</strong> Тульская область, город Тула.";https://static.tildacdn.com/stor6430-3230-4562-a130-353630353932/98648498.jpg;1650.00;10;;;;VJ9kFYLXbj9PE2Pf46ZZ;;0;0;0;0;KGM;1
935823791152;;F-5;;Фрукты;Лимоны;"Этот ароматный цитрус с ярко выраженным кислым вкусом родом из Индии. По мнению йогов, для<span class=""product-card__info-intro-hidden""> сохранения крепкого здоровья, лимоны нужно употреблять ежедневно. Популярны в приготовлении огромного количества напитков, салатов, рыбных и мясных блюд, соусов, а также десертов. В кулинарии широко используют не только сок и мякоть этих южных фруктов, но и цедру, лимонную кислоту и эфирное масло. Прекрасно сочетаются практически с любыми продуктами.<br /><br /></span>";"<strong>Цена:</strong> товар весовой, конечная стоимость будет рассчитана в соответствии с его весом. <strong>Важно:</strong> Фрукт не обработан химическими средствами, поэтому требователен к хранению. Пожалуйста, соблюдайте сроки годности и условия хранения. Не забывайте мыть продукты перед употреблением. <strong>Применение:</strong> употребляйте в свежем виде, используйте для приготовления заготовок, десертов и выпечки. <strong>Пищевая ценность:</strong> белки - 0,9 г., жиры - 0,1 г., углеводы - 3 г.; на 100 г. <strong>Энергетическая ценность:</strong> 66.9 кДж. / 15,99 ккал. <strong>Срок годности:</strong> 14 суток. <strong>Условия хранения:</strong> при температуре от +2 до +6 °С. <strong>Упаковка:</strong> крафтовый пакет. <strong>Место происхождения:</strong> Россия";https://static.tildacdn.com/stor3130-6361-4639-b439-356461616633/73906381.jpg;400.00;10;;;;UzzaI3Mto8gkpTlK2x6X;;0;0;0;0;KGM;1
287033487212;;O-19;;Овощи;"Перец красный";"Сочный красный перец от нашего фермера очень ароматный. Он отлично подойдет для свежих<span class=""product-card__info-intro-hidden""> салатов и заготовок, запекания в духовке и приготовления на мангале. Любое блюдо он гармонично дополнит своим свежим сладковатым вкусом. Отметим, что выращены перцы без применения агрохимии.<br /><br /></span>";"<strong>Цена:</strong> товар весовой, конечная стоимость будет рассчитана в соответствии с его весом. <strong>Важно:</strong> овощ не обработан химическими средствами, поэтому требователен к хранению. Пожалуйста, соблюдайте сроки годности и условия хранения. <strong>Качество:</strong> 1-го сорта, плоды с дефектом не более 10% по Международным нормам. <strong>Пищевая ценность:</strong> белки - 1,3 г., жиры - 0 г., углеводы - 5,3 г.; на 100 г. <strong>Энергетическая ценность:</strong> 113 кДж. / 27,01 ккал <strong>Срок годности:</strong> 7 суток. <strong>Условия хранения:</strong> при температуре от +2 до +6 °С. <strong>Упаковка:</strong> крафтовый пакет. <strong>Место происхождения:</strong> Краснодарский край, Крымский район.";https://static.tildacdn.com/stor3739-6231-4236-b039-373861353032/48889765.jpg;810.00;10;;;;ZtYgZ1cp8C6R57Bgb2ny;;0;0;0;0;KGM;1
702412701112;;Or-1;;Орехи;"Тыквенные семечки очищенные";"Полезный продукт используют для перекусов, кладут в салаты, десерты, куриные и овощные<span class=""product-card__info-intro-hidden""> блюда. После тепловой обработки полезная добавка придает ореховый привкус выпечке, кашам, запеканкам.<br /><br /></span>";"<strong>Цена:</strong> товар весовой, конечная стоимость будет рассчитана в соответствии с его весом. <strong>Важно:</strong> продукт может содержать следы арахиса, кунжута, различных видов орехов. <strong>Пищевая ценность:</strong> белки - 15,2 г., жиры - 65,2 г., углеводы - 7 г.; на 100 г. <strong>Энергетическая ценность:</strong> 2738 кДж. / 654,4 ккал. <strong>Срок годности:</strong> 1 год. <strong>Условия хранения:</strong> при температуре от +5 до +20 °С. <strong>Упаковка:</strong> дышащий пакет. <strong>Место происхождения:</strong> Россия, Липецкая область.";https://static.tildacdn.com/stor6362-3332-4564-a436-616564323463/87668766.jpg;456.00;5;;;;Onli4f9yr53baBubEX3t;;0;0;0;0;KGM;1
163686215812;;O-20;;Овощи;"Помидоры дагестанские";"Дагестанские сорта томатов отличаются сочной, мясистой мякотью, сладковатым вкусом с едва<span class=""product-card__info-intro-hidden""> заметной кислинкой и небольшой толщиной кожицы. Это крупные плоды, подходящие и для употребления в свежем виде, и для приготовления консервации, соков, лечо. Насыщенный вкус томатов хорош в салатах, рагу, холодных супах.<br /><br /></span>";"<strong>Цена:</strong> товар весовой, конечная стоимость будет рассчитана в соответствии с его весом. <strong>Важно:</strong> на пике зрелости плоды становятся мягкими, но это никак не влияет на их вкус и пользу. Рекомендуем употребить наиболее спелые и сочные томаты в первую очередь. <strong>Пищевая ценность:</strong> белки - 1,1 г., жиры - 0,2 г., углеводы - 3,7 г.; на 100 г. <strong>Энергетическая ценность:</strong> 19,99 ккал / 83,6 кДж <strong>Срок годности:</strong> 7 суток. <strong>Условия хранения:</strong> при температуре от +2 до +6 °С. <strong>Упаковка:</strong> пластиковый контейнер.";https://static.tildacdn.com/stor6433-6465-4331-b637-306166373231/39424955.jpg;490.00;10;;;;OGPJ5ODEzTF1LxSJk2Zm;;0;0;0;0;KGM;1
973202428902;;F-6;;Фрукты;"Яблоки ""Белый налив""";"Сочные яблоки сорта ""Белый налив"" обладают насыщенным ароматом и ярким, знакомым с детства<span class=""product-card__info-intro-hidden""> вкусом. Спелые плоды идеальны в качестве свежего десерта, а также для приготовления выпечки, джемов и соков.<br /><br /></span>";"<strong>Цена:</strong> товар весовой, конечная стоимость будет рассчитана в соответствии с его весом. <strong>Важно:</strong> фрукт не обработан химическими средствами, поэтому требователен к хранению. Пожалуйста, соблюдайте сроки годности и условия хранения. Рекомендуется использовать озонаторы для продуктов питания. <strong>Качество:</strong> 1-го сорта, плоды с дефектом не более 10% по Международным нормам. <strong>Сорт:</strong> ""Белый налив"". <strong>Пищевая ценность:</strong> белки - 0,4 г., жиры - 0,4 г., углеводы - 9,8 г.; на 100 г. <strong>Энергетическая ценность:</strong> 46,99 ккал / 196,6 кДж. <strong>Срок годности:</strong> 15 суток. <strong>Условия хранения:</strong> при температуре от +2 до +15 °С. <strong>Упаковка:</strong> крафтовый пакет. <strong>Место происхождения:</strong> Россия.";https://static.tildacdn.com/stor3263-3466-4531-b431-643439393839/81890234.jpg;320.00;10;;;;e6tJehHfOzuyP6IBNRNf;;0;0;0;0;KGM;1
203307331472;;O-21;;Овощи;Кольраби;"Кольраби – стеблеплодная капуста родом из Италии. Она имеет мягкий, сладковатый вкус, ее<span class=""product-card__info-intro-hidden""> можно употреблять как в сыром виде, так и вареную, тушеную и жареную. Это универсальный продукт, подходящий для добавления в супы, салаты и гарниры. Кольраби богата витаминами С и K, калием и магнием. Капуста кольраби – отличный повод для кулинарных экспериментов!<br /><br /></span>";"<strong>Цена:</strong> товар весовой, конечная стоимость будет рассчитана в соответствии с его весом. <strong>Важно:</strong> овощ не обработан химическими средствами, поэтому требователен к хранению. Пожалуйста, соблюдайте сроки годности и условия хранения. <strong>Пищевая ценность:</strong> белки - 2,8 г., жиры - 0 г., углеводы - 10,7 г.; на 100 г. <strong>Энергетическая ценность:</strong> 42 ккал /175.7 кДж <strong>Срок годности:</strong> 14 суток. <strong>Условия хранения:</strong> при температуре от +2 до +6 °С. <strong>Упаковка:</strong> крафтовый пакет.";https://static.tildacdn.com/stor6139-3163-4330-b339-353135646231/73969896.jpg;370.00;10;;;;gd5Ksm68GaOmNgKgvT1u;;0;0;0;0;KGM;1
741241629422;;Or-2;;Орехи;"Грецкий орех";"Чищеные грецкие орехи - это не только вкусно, питательно, но еще и полезно. Возьмите с собой орешки на перекус или добавьте их в различные блюда и выпечку.";"<strong>Цена:</strong> товар весовой, конечная стоимость будет рассчитана в соответствии с его весом. <strong>Масса:</strong> 100 г. (50-150г.) <strong>Пищевая ценность:</strong> белки - 15,2 г., жиры - 65,2 г., углеводы - 7 г.; на 100 г. <strong>Энергетическая ценность:</strong> 2738 кДж. / 654,4 кКал. <strong>Срок годности:</strong> 1 год. <strong>Условия хранения:</strong> при температуре от +5 до +20 °С. <strong>Упаковка:</strong> крафт пакет. <strong>Место происхождения:</strong> Россия";https://static.tildacdn.com/stor3632-3336-4565-b762-363864303065/71960065.jpg;1090.00;10;;;;5VKFDorE7A4D79RKHhte;;0;0;0;0;KGM;1
172303231742;;O-22;;Овощи;"Цукини зеленые";"Фермерские зеленые цукини с собственной грядки. В отличие от классических кабачков, их<span class=""product-card__info-intro-hidden""> необязательно подвергать термической обработке: они вкусны в сыром виде и отлично подходят в качестве летних закусок.<br /><br /></span>";"<strong>Цена:</strong> товар весовой, конечная стоимость будет рассчитана в соответствии с его весом. <strong>Важно:</strong> овощ не обработан химическими средствами, поэтому требователен к хранению. Пожалуйста, соблюдайте сроки годности и условия хранения. <strong>Качество:</strong> 1-го сорта, плоды с дефектом не более 10% по Международным нормам. <strong>Пищевая ценность:</strong> белки - 1,2 г., жиры - 0,1 г., углеводы - 3,2 г.; на 100 г. <strong>Энергетическая ценность:</strong> 14,99 ккал / 62,7 кДж <strong>Срок годности:</strong> 7 суток. <strong>Условия хранения:</strong> при температуре от +2 до +6 °С. <strong>Упаковка:</strong> крафтовый пакет. <strong>Место происхождения:</strong> Тульская область, город Тула.";https://static.tildacdn.com/stor3934-3566-4734-b063-343237326663/11600640.jpg;200.00;10;;;;Yrv0oxLFgck8fXY3oINr;;0;0;0;0;KGM;1
584389628462;;Ya-2;;Ягоды;Голубика;"Голубика – синяя ягода с белесым налетом, вкусная, ароматная, обладающая массой полезных свойств. Голубика используется как в свежем, так и в переработанном виде. Из нее готовят варенье, пастилу, компот, желе, кисель, мусс, вино, квас, сырое варенье (протертая с сахаром ягода).";"<strong>Цена:</strong> товар весовой, конечная стоимость будет рассчитана в соответствии с его весом. <strong>Важно:</strong> ягоды не обработаны химическими средствами, поэтому требовательны к хранению. Пожалуйста, соблюдайте сроки годности и условия хранения. <strong>Пищевая ценность:</strong> белки - 1 г., жиры - 0 г., углеводы - 8,2 г.; на 100 г. <strong>Энергетическая ценность:</strong> 146.4 кДж / 35 ккал <strong>Срок годности:</strong> 5 суток. <strong>Условия хранения:</strong> при температуре от +2 до +6 °С. <strong>Упаковка:</strong> пластиковый контейнер.";https://static.tildacdn.com/stor6438-3166-4463-a462-326462623961/98635657.jpg;1440.00;10;;;;BhVK4memDs6rxo0YEodN;;0;0;0;0;KGM;1
350248947442;;O-23;;Овощи;"Цветная капуста";"Свежая цветная капуста – отличная находка для любителей одновременно вкусных, полезных и<span class=""product-card__info-intro-hidden""> необычных блюд. Капусту можно варить, жарить, запекать, тушить, добавлять в выпечку и салаты. При приготовлении она получается очень сочной и нежной, а за счет низкой калорийности и высокого содержания клетчатки овощ способен быстро насыщать. Цветная капуста богата витаминами группы В, С, РР и К, она полезна для мозга, ЖКТ и сердечно-сосудистой системы. Сделайте любимые блюда более изысканными и полезными, добавив в них цветную капусту.<br /><br /></span>";"<strong>Цена:</strong> товар весовой, конечная стоимость будет рассчитана в соответствии с его весом. <strong>Важно:</strong> овощ не обработан химическими средствами, поэтому требователен к хранению. Пожалуйста, соблюдайте сроки годности и условия хранения. Не забывайте мыть продукты перед употреблением. <strong>Пищевая ценность:</strong> белки - 2,5 г., жиры - 0,3 г., углеводы - 5,4 г.; на 100 г. <strong>Энергетическая ценность:</strong> 30 ккал / 125,5 кДж <strong>Срок годности:</strong> 4 суток. <strong>Условия хранения:</strong> при температуре от +2 до +6 °С. <strong>Место происхождения:</strong> Россия";https://static.tildacdn.com/stor6163-6165-4336-b330-333563343966/10376862.jpg;440.00;10;;;;GtxI2hL5a0Txdc4ftydZ;;0;0;0;0;KGM;1
131041668702;;Z-12;;Зелень;Кейл;"Кейл лидирует среди всех продуктов по содержанию витамина К - в 100 граммах содержится целых<span class=""product-card__info-intro-hidden""> 1020% суточной нормы потребления! Этот витамин способствует всасыванию кальция в кости и помогает сделать их более прочными, также он важен для свертывания крови. Хрустящая капуста кейл отлично подойдет для приготовления летних, свежих салатов.<br /><br /></span>";"<strong>Цена:</strong> товар весовой, конечная стоимость будет рассчитана в соответствии с его весом. <strong>Пищевая ценность:</strong> белки - 1,2 г., жиры - 0,3 г., углеводы - 3,3 г.; на 100 г. <strong>Энергетическая ценность:</strong> 17 ккал. / 71,1 кДж. <strong>Срок годности:</strong> 2 суток. <strong>Условия хранения:</strong> при температуре от 0 до +6 °С. <strong>Упаковка:</strong> пластиковый контейнер. <strong>Место происхождения:</strong> Тульская область, город Тула.";https://static.tildacdn.com/stor6563-3538-4139-b039-333138353031/38359467.jpg;1170.00;10;;;;DJ8tXHZJn5NO0jK8zhkm;;0;0;0;0;KGM;1
586238077082;;F-8;;Фрукты;Персики;"Спелые и ароматные персики — отличный вариант для вкусной и полезной закуски или десерта. В<span class=""product-card__info-intro-hidden""> кулинарии персики используют при приготовлении фруктовых салатов, компотов, варений, а также начинок для выпечки. Их мякоть запекают и даже тушат в сочетании со свининой и бараниной. Сочные персики прекрасно дополнят ассорти из свежих фруктов.<br /><br /></span>";"<strong>Цена:</strong> товар весовой, конечная стоимость будет рассчитана в соответствии с его весом. <strong>Пищевая ценность:</strong> белки - 0,9 г., жиры - 0,1 г., углеводы - 11,3 г.; на 100 г. <strong>Энергетическая ценность:</strong> 45,99 кКал / 192,4 кДж <strong>Срок годности:</strong> 7 суток. <strong>Условия хранения:</strong> при температуре от 2 до +6 °С. <strong>Упаковка:</strong> крафтовый пакет.";https://static.tildacdn.com/stor3231-6134-4931-a538-313636663130/54632430.jpg;700.00;10;;;;GoFz2Y87mLopizIKRhBB;;0;0;0;0;KGM;1
972989139812;;Or-3;;Орехи;Миндаль;"Миндаль наиболее часто съедается отдельно свежим или жарится, он используется и в некоторых<span class=""product-card__info-intro-hidden""> блюдах. Миндаль, наряду с другими орехами, часто рассыпают по десертам, особенно мороженым и фруктам. Сладкий миндаль используется в марципане, нуге и миндальных печеньях.<br /><br /></span>";"<strong>Цена:</strong> товар весовой, конечная стоимость будет рассчитана в соответствии с его весом. <strong>Пищевая ценность:</strong> белки - 18,6 г., жиры - 57,7 г., углеводы - 16,1 г.; на 100 г. <strong>Энергетическая ценность:</strong> 2700 кДж. / 645,32 ккал. <strong>Срок годности:</strong> 1 год. <strong>Условия хранения:</strong> при температуре от +5 до +25 °С. <strong>Упаковка:</strong> дышащий пакет. <strong>Место происхождения:</strong> Россия";https://static.tildacdn.com/stor3632-6664-4439-b561-363238373266/70148848.jpg;1630.00;10;;;;LgICdvDphKZfYUYk2tg9;;0;0;0;0;KGM;1
447467323602;;F-9;;Фрукты;"Груша ""Красавица""";"Нарядные и ароматные груши сорта ""Красавица"" отличаются насыщенным сладким вкусом и сочной мякотью. Плоды средней твердости, имеют окрас от зелено-желтого до золотистого с красивыми румяными боками. Выращенные без применения агрохимии, груши не только вкусные, но и полезные. Они богаты витаминами А, С, Е, Н, К, РР, группы В, а также кальцием, магнием и натрием. Отличный выбор для тех, кто ценит натуральные фермерские фрукты!";"<strong>Цена:</strong> товар весовой, конечная стоимость будет рассчитана в соответствии с его весом. <strong>Важно:</strong> фрукт не обработан химическими средствами, поэтому требователен к хранению. Пожалуйста, соблюдайте сроки годности и условия хранения. Рекомендуется использовать озонаторы для продуктов питания. <strong>Сорт:</strong> ""Красавица"". <strong>Пищевая ценность:</strong> белки - 0,4 г., жиры - 0,3 г., углеводы - 12 г.; на 100 г. <strong>Энергетическая ценность:</strong> 47,18 ккал / 197,4 кДж <strong>Срок годности:</strong> 7 суток. <strong>Условия хранения:</strong> при температуре от +5 до +10 °С. <strong>Упаковка:</strong> крафтовый пакет. <strong>Место происхождения:</strong> Краснодарский край, Крымский район. <a href=""https://esh-derevenskoe.ru/elena-ponamareva""> </a>";https://static.tildacdn.com/stor3530-6534-4265-a333-313530613666/73584470.jpg;316.00;10;;;;NI74bpO8Z0I2r2968a0A;;0;0;0;0;KGM;1
488755047472;;Z-13;;Зелень;Романо;"Романо — это сочный и вкусный салат с хрустящими ярко-зелеными листочками, собранными в<span class=""product-card__info-intro-hidden""> вытянутый кочан, которые становятся светлее ближе к середине. Салат Романо имеет приятный освежающий вкус и отлично подходит для приготовления знаменитого салата ""Цезарь"".<br /><br /></span>";"<strong>Важно:</strong> пожалуйста, не забывайте мыть продукты перед употреблением. Зелень не обработана химическими средствами, поэтому требовательна к хранению. Пожалуйста, соблюдайте сроки годности и условия хранения. Рекомендуется использовать озонаторы для продуктов питания. <strong>Пищевая ценность:</strong> белки - 1,8 г., жиры - 1,1 г., углеводы - 2,7 г.; на 100 г. <strong>Энергетическая ценность:</strong> 17 ккал / 71,1 кДж <strong>Срок годности:</strong> 2 суток. <strong>Условия хранения:</strong> при температуре от +5 до +10 °С.";https://static.tildacdn.com/stor6561-3034-4931-b161-356636613339/28628328.jpg;435.00;10;;;;s1ZbAAaM1TFBCDeEKO7K;;0;0;0;0;KGM;1
859612333052;;O-24;;Овощи;Помидоры;"Сочные розовые помидоры ""Узбекские"" отличаются насыщенным сладким вкусом и плотной ароматной<span class=""product-card__info-intro-hidden""> мякотью. Томаты идеально подходят для приготовления овощных нарезок и свежих витаминных салатов, а также для тушения и консервации. Регулярное употребление помидоров препятствует развитию сердечно-сосудистых заболеваний и нормализует работу кишечника. Дополните повседневный рацион вкусными спелыми томатами!<br /><br /></span>";"<strong>Цена:</strong> товар весовой, конечная стоимость будет рассчитана в соответствии с его весом. <strong>Масса:</strong> 300 г (150-450 г). <strong>Важно:</strong> овощ не обработан химическими средствами, поэтому требователен к хранению. Пожалуйста, соблюдайте сроки годности и условия хранения. <strong>Пищевая ценность:</strong> белки - 1,1 г., жиры - 0,2 г., углеводы - 3,7 г.; на 100 г. <strong>Энергетическая ценность:</strong> 19,99 ккал / 83,6 кДж. <strong>Срок годности:</strong> 7 суток. <strong>Условия хранения:</strong> при температуре от +2 до +6 °С. <strong>Упаковка:</strong> пластиковый контейнер. <strong>Место происхождения:</strong> Россия";https://static.tildacdn.com/stor3831-6433-4163-b239-323866616338/36598014.jpg;720.00;10;;;;FU3BBdD7IKP9KVJP1JM1;;0;0;0;0;KGM;1
462533370772;;F-10;;Фрукты;"Груша ""Конференция""";"Сорт английского происхождения, классика мировой селекции, плоды большие, сочные и сладкие.";"<strong>Цена:</strong> товар весовой, конечная стоимость будет рассчитана в соответствии с его весом. <strong>Масса:</strong> 700 г (350-1050 г). <strong>Важно:</strong> груша средней и высокой твердости. <strong>Пищевая ценность:</strong> белки - 0,4 г., жиры - 0 г., углеводы - 10,7 г.; на 100 г. <strong>Энергетическая ценность:</strong> 42 ккал / 167,4 кДж. <strong>Срок годности:</strong> 7 суток. <strong>Условия хранения:</strong> при температуре от +2 до +6 °С. <strong>Упаковка:</strong> крафтовый пакет";https://static.tildacdn.com/stor6232-3763-4963-a631-383836356463/30668566.jpg;966.00;10;;;;Xzgp63L7nXxmTvDGeieP;;0;0;0;0;KGM;1
